Time (ms),Main Avg Current (mA)
108.60,3.94
108.80,3.86
109.00,3.862
109.20,3.862
109.40,3.884
109.60,3.888
109.80,3.836
110.00,3.878
110.20,3.928
110.40,3.928
110.60,3.832
110.80,3.91
111.00,3.824
111.20,3.918
111.40,3.84
111.60,3.87
111.80,3.91
112.00,3.876
112.20,3.862
112.40,3.866
112.60,3.892
112.80,3.874
113.00,3.91
113.20,3.868
113.40,3.882
113.60,3.856
113.80,3.892
114.00,3.922
114.20,3.92
114.40,3.818
114.60,3.838
114.80,3.922
115.00,3.884
115.20,3.874
115.40,3.874
115.60,3.826
115.80,3.9
116.00,3.874
116.20,3.934
116.40,3.866
116.60,3.87
116.80,3.882
117.00,3.882
117.20,3.906
117.40,3.868
117.60,3.86
117.80,3.878
118.00,3.912
118.20,3.87
118.40,3.83
118.60,3.882
118.80,3.888
119.00,3.912
119.20,3.888
119.40,3.866
119.60,3.844
119.80,3.884
120.00,3.91
120.20,3.892
120.40,3.89
120.60,3.848
120.80,3.874
121.00,3.906
121.20,3.89
121.40,3.868
121.60,3.862
121.80,3.892
122.00,3.934
122.20,3.868
122.40,3.848
122.60,3.844
122.80,3.89
123.00,3.988
123.20,3.852
123.40,3.814
123.60,3.91
123.80,3.89
124.00,3.888
124.20,3.848
124.40,3.9
124.60,3.876
124.80,3.874
125.00,3.892
125.20,3.89
125.40,3.896
125.60,3.868
125.80,3.878
126.00,3.854
126.20,3.888
126.40,3.884
126.60,3.89
126.80,3.912
127.00,3.848
127.20,3.816
127.40,3.948
127.60,3.866
127.80,3.854
128.00,3.904
128.20,3.906
128.40,3.876
128.60,3.844
128.80,3.866
129.00,3.94
129.20,3.976
129.40,3.758
129.60,3.876
129.80,3.868
130.00,3.926
130.20,3.884
130.40,3.9
130.60,3.87
130.80,3.86
131.00,3.848
131.20,3.874
131.40,3.896
131.60,3.906
131.80,3.888
132.00,3.89
132.20,3.824
132.40,3.866
132.60,3.914
132.80,3.876
133.00,3.914
133.20,3.866
133.40,3.868
133.60,3.854
133.80,3.89
134.00,3.878
134.20,3.878
134.40,3.91
134.60,3.878
134.80,3.852
135.00,3.862
135.20,3.904
135.40,3.9
135.60,3.906
135.80,3.866
136.00,3.84
136.20,3.896
136.40,3.922
136.60,3.878
136.80,3.874
137.00,3.804
137.20,3.892
137.40,3.918
137.60,3.892
137.80,3.852
138.00,3.848
138.20,3.91
138.40,3.874
138.60,3.926
138.80,3.8
139.00,3.944
139.20,3.91
139.40,3.848
139.60,3.878
139.80,3.884
140.00,3.882
140.20,3.86
140.40,3.884
140.60,3.866
140.80,3.86
141.00,3.862
141.20,3.856
141.40,3.932
141.60,3.906
141.80,3.838
142.00,3.91
142.20,3.846
142.40,3.874
142.60,3.898
142.80,3.91
143.00,3.876
143.20,3.848
143.40,3.868
143.60,3.932
143.80,3.868
144.00,3.878
144.20,3.876
144.40,3.822
144.60,3.852
144.80,3.9
145.00,3.892
145.20,3.898
145.40,3.92
145.60,3.906
145.80,3.86
146.00,3.852
146.20,3.86
146.40,3.836
146.60,3.926
146.80,3.87
147.00,3.856
147.20,3.94
147.40,3.876
147.60,3.9
147.80,3.808
148.00,3.884
148.20,3.862
148.40,3.934
148.60,3.86
148.80,3.816
149.00,3.918
149.20,3.878
149.40,3.904
149.60,3.862
149.80,3.882
150.00,3.898
150.20,3.854
150.40,3.904
150.60,3.87
150.80,3.87
151.00,3.89
151.20,3.878
151.40,3.862
151.60,3.91
151.80,3.84
152.00,3.932
152.20,3.866
152.40,3.884
152.60,3.838
152.80,3.922
153.00,3.8
153.20,3.936
153.40,3.962
153.60,3.808
153.80,3.856
154.00,3.91
154.20,3.848
154.40,3.9
154.60,3.92
154.80,3.91
155.00,3.782
155.20,3.884
155.40,3.89
155.60,3.896
155.80,3.89
156.00,3.882
156.20,3.906
156.40,3.832
156.60,3.848
156.80,3.876
157.00,3.928
157.20,3.832
157.40,3.918
157.60,3.878
157.80,3.868
158.00,3.854
158.20,3.878
158.40,3.932
158.60,3.882
158.80,3.83
159.00,3.832
159.20,3.914
159.40,3.934
159.60,3.892
159.80,3.796
160.00,3.866
160.20,3.884
160.40,3.944
160.60,3.94
160.80,3.882
161.00,3.782
161.20,3.862
161.40,3.944
161.60,3.876
161.80,3.876
162.00,3.87
162.20,3.906
162.40,3.866
162.60,3.866
162.80,3.896
163.00,3.918
163.20,3.826
163.40,3.838
163.60,3.922
163.80,3.922
164.00,3.892
164.20,3.854
164.40,3.844
164.60,3.878
164.80,3.87
165.00,3.912
165.20,3.932
165.40,3.846
165.60,3.86
165.80,3.888
166.00,3.854
166.20,3.862
166.40,3.918
166.60,3.86
166.80,3.808
167.00,3.898
167.20,3.926
167.40,3.914
167.60,3.89
167.80,3.826
168.00,3.866
168.20,3.878
168.40,3.884
168.60,3.914
168.80,3.87
169.00,3.838
169.20,3.896
169.40,3.892
169.60,3.922
169.80,3.882
170.00,3.862
170.20,3.856
170.40,3.918
170.60,3.86
170.80,3.866
171.00,3.878
171.20,3.866
171.40,3.9
171.60,3.92
171.80,3.868
172.00,3.862
172.20,3.856
172.40,3.92
172.60,3.87
172.80,3.9
173.00,3.846
173.20,3.848
173.40,3.888
173.60,3.888
173.80,3.898
174.00,3.874
174.20,3.912
174.40,3.918
174.60,3.838
174.80,3.856
175.00,3.882
175.20,3.882
175.40,3.89
